時間,用戶1,用戶2,用戶3,用戶4,用戶5,用戶6,用戶7,用戶8
2021/7/12 00:00,177,60,505,3757,"4,476",1813,2982,222
2021/7/12 01:00,175,59,499,3744,"4,469",1813,2980,221
2021/7/12 02:00,172,60,502,3724,"4,464",1808,2978,220
2021/7/12 03:00,171,58,499,3708,"4,467",1807,2973,221
2021/7/12 04:00,174,59,500,3697,"4,469",1806,2966,223
2021/7/12 05:00,179,61,542,3685,"4,465",1797,2963,264
2021/7/12 06:00,236,82,770,3687,"4,475",1793,2960,782
2021/7/12 07:00,509,566,1552,3697,"4,486",1814,2994,1258
2021/7/12 08:00,752,758,1905,3726,"4,491",1826,3043,1434
2021/7/12 09:00,808,887,1881,3765,"4,497",1832,3051,1439
2021/7/12 10:00,841,888,1859,3788,"4,504",1839,3062,1419
2021/7/12 11:00,867,911,1879,3791,"4,506",1847,3075,1406
2021/7/12 12:00,798,893,1858,3785,"4,506",1842,3091,1364
2021/7/12 13:00,819,926,1898,3782,"4,512",1843,3081,1363
2021/7/12 14:00,810,942,1867,3819,"4,512",1838,3081,1340
2021/7/12 15:00,807,907,1848,3824,"4,519",1841,3077,1326
2021/7/12 16:00,791,793,1824,3820,"4,523",1843,3071,1284
2021/7/12 17:00,773,498,1772,3813,"4,520",1839,3078,931
2021/7/12 18:00,686,214,1147,3790,"4,512",1834,3058,573
2021/7/12 19:00,613,184,920,3770,"4,509",1832,3038,350
2021/7/12 20:00,523,70,815,3762,"4,492",1822,3010,284
2021/7/12 21:00,409,63,717,3774,"4,489",1820,3001,251
2021/7/12 22:00,306,64,617,3765,"4,488",1821,2993,238
2021/7/12 23:00,227,61,544,3757,"4,482",1817,2987,229
2021/7/13 00:00,166,60,505,3757,"4,476",1813,2982,222
2021/7/13 01:00,164,59,499,3744,"4,469",1813,2980,221
2021/7/13 02:00,165,60,502,3724,"4,464",1808,2978,220
2021/7/13 03:00,164,58,499,3708,"4,467",1807,2973,221
2021/7/13 04:00,164,59,500,3697,"4,469",1806,2966,223
2021/7/13 05:00,167,61,542,3685,"4,465",1797,2963,264
2021/7/13 06:00,201,82,770,3687,"4,475",1793,2960,782
2021/7/13 07:00,480,566,1552,3697,"4,486",1814,2994,1258
2021/7/13 08:00,687,758,1905,3726,"4,491",1826,3043,1434
2021/7/13 09:00,752,887,1881,3765,"4,497",1832,3051,1439
2021/7/13 10:00,772,888,1859,3788,"4,504",1839,3062,1419
2021/7/13 11:00,795,911,1879,3791,"4,506",1847,3075,1406
2021/7/13 12:00,723,893,1858,3785,"4,506",1842,3091,1364
2021/7/13 13:00,746,926,1898,3782,"4,512",1843,3081,1363
2021/7/13 14:00,751,942,1867,3819,"4,512",1838,3081,1340
2021/7/13 15:00,743,907,1848,3824,"4,519",1841,3077,1326
2021/7/13 16:00,725,793,1824,3820,"4,523",1843,3071,1284
2021/7/13 17:00,708,498,1772,3813,"4,520",1839,3078,931
2021/7/13 18:00,624,214,1147,3790,"4,512",1834,3058,573
2021/7/13 19:00,567,184,920,3770,"4,509",1832,3038,350
2021/7/13 20:00,476,70,815,3762,"4,492",1822,3010,284
2021/7/13 21:00,378,63,717,3774,"4,489",1820,3001,251
2021/7/13 22:00,271,64,617,3765,"4,488",1821,2993,238
2021/7/13 23:00,202,61,544,3757,"4,482",1817,2987,229
2021/7/14 00:00,166,60,505,3757,"4,476",1813,2982,222
2021/7/14 01:00,164,59,499,3744,"4,469",1813,2980,221
2021/7/14 02:00,165,60,502,3724,"4,464",1808,2978,220
2021/7/14 03:00,164,58,499,3708,"4,467",1807,2973,221
2021/7/14 04:00,164,59,500,3697,"4,469",1806,2966,223
2021/7/14 05:00,167,61,542,3685,"4,465",1797,2963,264
2021/7/14 06:00,201,82,770,3687,"4,475",1793,2960,782
2021/7/14 07:00,480,566,1552,3697,"4,486",1814,2994,1258
2021/7/14 08:00,687,758,1905,3726,"4,491",1826,3043,1434
2021/7/14 09:00,752,887,1881,3765,"4,497",1832,3051,1439
2021/7/14 10:00,772,888,1859,3788,"4,504",1839,3062,1419
2021/7/14 11:00,795,911,1879,3791,"4,506",1847,3075,1406
2021/7/14 12:00,723,893,1858,3785,"4,506",1842,3091,1364
2021/7/14 13:00,746,926,1898,3782,"4,512",1843,3081,1363
2021/7/14 14:00,751,942,1867,3819,"4,512",1838,3081,1340
2021/7/14 15:00,743,907,1848,3824,"4,519",1841,3077,1326
2021/7/14 16:00,725,793,1824,3820,"4,523",1843,3071,1284
2021/7/14 17:00,708,498,1772,3813,"4,520",1839,3078,931
2021/7/14 18:00,624,214,1147,3790,"4,512",1834,3058,573
2021/7/14 19:00,567,184,920,3770,"4,509",1832,3038,350
2021/7/14 20:00,476,70,815,3762,"4,492",1822,3010,284
2021/7/14 21:00,378,63,717,3774,"4,489",1820,3001,251
2021/7/14 22:00,271,64,617,3765,"4,488",1821,2993,238
2021/7/14 23:00,202,61,544,3757,"4,482",1817,2987,229
2021/7/15 00:00,166,60,505,3757,"4,476",1813,2982,222
2021/7/15 01:00,164,59,499,3744,"4,469",1813,2980,221
2021/7/15 02:00,165,60,502,3724,"4,464",1808,2978,220
2021/7/15 03:00,164,58,499,3708,"4,467",1807,2973,221
2021/7/15 04:00,164,59,500,3697,"4,469",1806,2966,223
2021/7/15 05:00,167,61,542,3685,"4,465",1797,2963,264
2021/7/15 06:00,201,82,770,3687,"4,475",1793,2960,782
2021/7/15 07:00,480,566,1552,3697,"4,486",1814,2994,1258
2021/7/15 08:00,687,758,1905,3726,"4,491",1826,3043,1434
2021/7/15 09:00,752,887,1881,3765,"4,497",1832,3051,1439
2021/7/15 10:00,772,888,1859,3788,"4,504",1839,3062,1419
2021/7/15 11:00,795,911,1879,3791,"4,506",1847,3075,1406
2021/7/15 12:00,723,893,1858,3785,"4,506",1842,3091,1364
2021/7/15 13:00,746,926,1898,3782,"4,512",1843,3081,1363
2021/7/15 14:00,751,942,1867,3819,"4,512",1838,3081,1340
2021/7/15 15:00,743,907,1848,3824,"4,519",1841,3077,1326
2021/7/15 16:00,725,793,1824,3820,"4,523",1843,3071,1284
2021/7/15 17:00,708,498,1772,3813,"4,520",1839,3078,931
2021/7/15 18:00,624,214,1147,3790,"4,512",1834,3058,573
2021/7/15 19:00,567,184,920,3770,"4,509",1832,3038,350
2021/7/15 20:00,476,70,815,3762,"4,492",1822,3010,284
2021/7/15 21:00,378,63,717,3774,"4,489",1820,3001,251
2021/7/15 22:00,271,64,617,3765,"4,488",1821,2993,238
2021/7/15 23:00,202,61,544,3757,"4,482",1817,2987,229
2021/7/16 00:00,166,60,505,3757,"4,476",1813,2982,222
2021/7/16 01:00,164,59,499,3744,"4,469",1813,2980,221
2021/7/16 02:00,165,60,502,3724,"4,464",1808,2978,220
2021/7/16 03:00,164,58,499,3708,"4,467",1807,2973,221
2021/7/16 04:00,164,59,500,3697,"4,469",1806,2966,223
2021/7/16 05:00,167,61,542,3685,"4,465",1797,2963,264
2021/7/16 06:00,201,82,770,3687,"4,475",1793,2960,782
2021/7/16 07:00,480,566,1552,3697,"4,486",1814,2994,1258
2021/7/16 08:00,687,758,1905,3726,"4,491",1826,3043,1434
2021/7/16 09:00,752,887,1881,3765,"4,497",1832,3051,1439
2021/7/16 10:00,772,888,1859,3788,"4,504",1839,3062,1419
2021/7/16 11:00,795,911,1879,3791,"4,506",1847,3075,1406
2021/7/16 12:00,723,893,1858,3785,"4,506",1842,3091,1364
2021/7/16 13:00,746,926,1898,3782,"4,512",1843,3081,1363
2021/7/16 14:00,751,942,1867,3819,"4,512",1838,3081,1340
2021/7/16 15:00,743,907,1848,3824,"4,519",1841,3077,1326
2021/7/16 16:00,725,793,1824,3820,"4,523",1843,3071,1284
2021/7/16 17:00,708,498,1772,3813,"4,520",1839,3078,931
2021/7/16 18:00,624,214,1147,3790,"4,512",1834,3058,573
2021/7/16 19:00,567,184,920,3770,"4,509",1832,3038,350
2021/7/16 20:00,476,70,815,3762,"4,492",1822,3010,284
2021/7/16 21:00,378,63,717,3774,"4,489",1820,3001,251
2021/7/16 22:00,271,64,617,3765,"4,488",1821,2993,238
2021/7/16 23:00,202,61,544,3757,"4,482",1817,2987,229
2021/7/17 00:00,163,53,436,3757,"4,476",1813,2930,204
2021/7/17 01:00,161,51,430,3744,"4,469",1813,2927,203
2021/7/17 02:00,162,52,433,3724,"4,464",1808,2923,202
2021/7/17 03:00,162,51,432,3708,"4,467",1807,2922,201
2021/7/17 04:00,161,51,433,3697,"4,469",1806,2922,201
2021/7/17 05:00,163,51,444,3685,"4,465",1797,2917,203
2021/7/17 06:00,162,50,454,3687,"4,475",1793,2916,209
2021/7/17 07:00,172,53,536,3697,"4,486",1814,2948,211
2021/7/17 08:00,189,55,585,3726,"4,491",1826,2978,227
2021/7/17 09:00,223,57,567,3765,"4,497",1832,2976,241
2021/7/17 10:00,229,59,579,3788,"4,504",1839,2983,244
2021/7/17 11:00,227,59,611,3791,"4,506",1847,2996,241
2021/7/17 12:00,232,60,627,3785,"4,506",1842,3019,240
2021/7/17 13:00,227,60,606,3782,"4,512",1843,3008,239
2021/7/17 14:00,232,60,645,3819,"4,512",1838,3008,241
2021/7/17 15:00,229,60,604,3824,"4,519",1841,3010,240
2021/7/17 16:00,224,59,594,3820,"4,523",1843,3002,233
2021/7/17 17:00,207,56,632,3813,"4,520",1839,3008,227
2021/7/17 18:00,185,54,578,3790,"4,512",1834,3004,223
2021/7/17 19:00,179,53,555,3770,"4,509",1832,2990,219
2021/7/17 20:00,172,53,539,3762,"4,492",1822,2957,212
2021/7/17 21:00,167,53,532,3774,"4,489",1820,2949,211
2021/7/17 22:00,167,53,480,3765,"4,488",1821,2943,208
2021/7/17 23:00,165,52,469,3757,"4,482",1817,2937,206
2021/7/18 00:00,154,53,436,3757,"4,476",1813,2930,204
2021/7/18 01:00,152,51,430,3744,"4,469",1813,2927,203
2021/7/18 02:00,152,52,433,3724,"4,464",1808,2923,202
2021/7/18 03:00,152,51,432,3708,"4,467",1807,2922,201
2021/7/18 04:00,152,51,433,3697,"4,469",1806,2922,201
2021/7/18 05:00,154,51,444,3685,"4,465",1797,2917,203
2021/7/18 06:00,152,50,454,3687,"4,475",1793,2916,209
2021/7/18 07:00,153,53,536,3697,"4,486",1814,2948,211
2021/7/18 08:00,156,55,585,3726,"4,491",1826,2978,227
2021/7/18 09:00,160,57,567,3765,"4,497",1832,2976,241
2021/7/18 10:00,161,59,579,3788,"4,504",1839,2983,244
2021/7/18 11:00,162,59,611,3791,"4,506",1847,2996,241
2021/7/18 12:00,163,60,627,3785,"4,506",1842,3019,240
2021/7/18 13:00,164,60,606,3782,"4,512",1843,3008,239
2021/7/18 14:00,167,60,645,3819,"4,512",1838,3008,241
2021/7/18 15:00,165,60,604,3824,"4,519",1841,3010,240
2021/7/18 16:00,164,59,594,3820,"4,523",1843,3002,233
2021/7/18 17:00,163,56,632,3813,"4,520",1839,3008,227
2021/7/18 18:00,160,54,578,3790,"4,512",1834,3004,223
2021/7/18 19:00,163,53,555,3770,"4,509",1832,2990,219
2021/7/18 20:00,161,53,539,3762,"4,492",1822,2957,212
2021/7/18 21:00,155,53,532,3774,"4,489",1820,2949,211
2021/7/18 22:00,154,53,480,3765,"4,488",1821,2943,208
2021/7/18 23:00,153,52,469,3757,"4,482",1817,2937,206
2021/7/19 00:00,172,60,505,3757,"4,476",1813,2982,222
2021/7/19 01:00,172,59,499,3744,"4,469",1813,2980,221
2021/7/19 02:00,171,60,502,3724,"4,464",1808,2978,220
2021/7/19 03:00,170,58,499,3708,"4,467",1807,2973,221
2021/7/19 04:00,172,59,500,3697,"4,469",1806,2966,223
2021/7/19 05:00,176,61,542,3685,"4,465",1797,2963,264
2021/7/19 06:00,238,82,770,3687,"4,475",1793,2960,782
2021/7/19 07:00,526,566,1552,3697,"4,486",1814,2994,1258
2021/7/19 08:00,762,758,1905,3726,"4,491",1826,3043,1434
2021/7/19 09:00,852,887,1881,3765,"4,497",1832,3051,1439
2021/7/19 10:00,895,888,1859,3788,"4,504",1839,3062,1419
2021/7/19 11:00,917,911,1879,3791,"4,506",1847,3075,1406
2021/7/19 12:00,843,893,1858,3785,"4,506",1842,3091,1364
2021/7/19 13:00,864,926,1898,3782,"4,512",1843,3081,1363
2021/7/19 14:00,864,942,1867,3819,"4,512",1838,3081,1340
2021/7/19 15:00,863,907,1848,3824,"4,519",1841,3077,1326
2021/7/19 16:00,832,793,1824,3820,"4,523",1843,3071,1284
2021/7/19 17:00,810,498,1772,3813,"4,520",1839,3078,931
2021/7/19 18:00,709,214,1147,3790,"4,512",1834,3058,573
2021/7/19 19:00,633,184,920,3770,"4,509",1832,3038,350
2021/7/19 20:00,537,70,815,3762,"4,492",1822,3010,284
2021/7/19 21:00,418,63,717,3774,"4,489",1820,3001,251
2021/7/19 22:00,314,64,617,3765,"4,488",1821,2993,238
2021/7/19 23:00,239,61,544,3757,"4,482",1817,2987,229
2021/7/20 00:00,177,60,505,3757,"4,476",1813,2982,222
2021/7/20 01:00,175,59,499,3744,"4,469",1813,2980,221
2021/7/20 02:00,172,60,502,3724,"4,464",1808,2978,220
2021/7/20 03:00,171,58,499,3708,"4,467",1807,2973,221
2021/7/20 04:00,174,59,500,3697,"4,469",1806,2966,223
2021/7/20 05:00,179,61,542,3685,"4,465",1797,2963,264
2021/7/20 06:00,236,82,770,3687,"4,475",1793,2960,782
2021/7/20 07:00,509,566,1552,3697,"4,486",1814,2994,1258
2021/7/20 08:00,752,758,1905,3726,"4,491",1826,3043,1434
2021/7/20 09:00,808,887,1881,3765,"4,497",1832,3051,1439
2021/7/20 10:00,841,888,1859,3788,"4,504",1839,3062,1419
2021/7/20 11:00,867,911,1879,3791,"4,506",1847,3075,1406
2021/7/20 12:00,798,893,1858,3785,"4,506",1842,3091,1364
2021/7/20 13:00,819,926,1898,3782,"4,512",1843,3081,1363
2021/7/20 14:00,810,942,1867,3819,"4,512",1838,3081,1340
2021/7/20 15:00,807,907,1848,3824,"4,519",1841,3077,1326
2021/7/20 16:00,791,793,1824,3820,"4,523",1843,3071,1284
2021/7/20 17:00,773,498,1772,3813,"4,520",1839,3078,931
2021/7/20 18:00,686,214,1147,3790,"4,512",1834,3058,573
2021/7/20 19:00,613,184,920,3770,"4,509",1832,3038,350
2021/7/20 20:00,523,70,815,3762,"4,492",1822,3010,284
2021/7/20 21:00,409,63,717,3774,"4,489",1820,3001,251
2021/7/20 22:00,306,64,617,3765,"4,488",1821,2993,238
2021/7/20 23:00,227,61,544,3757,"4,482",1817,2987,229
2021/7/21 00:00,177,60,505,3757,"4,476",1813,2982,222
2021/7/21 01:00,175,59,499,3744,"4,469",1813,2980,221
2021/7/21 02:00,172,60,502,3724,"4,464",1808,2978,220
2021/7/21 03:00,171,58,499,3708,"4,467",1807,2973,221
2021/7/21 04:00,174,59,500,3697,"4,469",1806,2966,223
2021/7/21 05:00,179,61,542,3685,"4,465",1797,2963,264
2021/7/21 06:00,236,82,770,3687,"4,475",1793,2960,782
2021/7/21 07:00,509,566,1552,3697,"4,486",1814,2994,1258
2021/7/21 08:00,752,758,1905,3726,"4,491",1826,3043,1434
2021/7/21 09:00,808,887,1881,3765,"4,497",1832,3051,1439
2021/7/21 10:00,841,888,1859,3788,"4,504",1839,3062,1419
2021/7/21 11:00,867,911,1879,3791,"4,506",1847,3075,1406
2021/7/21 12:00,798,893,1858,3785,"4,506",1842,3091,1364
2021/7/21 13:00,819,926,1898,3782,"4,512",1843,3081,1363
2021/7/21 14:00,810,942,1867,3819,"4,512",1838,3081,1340
2021/7/21 15:00,807,907,1848,3824,"4,519",1841,3077,1326
2021/7/21 16:00,791,793,1824,3820,"4,523",1843,3071,1284
2021/7/21 17:00,773,498,1772,3813,"4,520",1839,3078,931
2021/7/21 18:00,686,214,1147,3790,"4,512",1834,3058,573
2021/7/21 19:00,613,184,920,3770,"4,509",1832,3038,350
2021/7/21 20:00,523,70,815,3762,"4,492",1822,3010,284
2021/7/21 21:00,409,63,717,3774,"4,489",1820,3001,251
2021/7/21 22:00,306,64,617,3765,"4,488",1821,2993,238
2021/7/21 23:00,227,61,544,3757,"4,482",1817,2987,229
2021/7/22 00:00,177,60,505,3757,"4,476",1813,2982,222
2021/7/22 01:00,175,59,499,3744,"4,469",1813,2980,221
2021/7/22 02:00,172,60,502,3724,"4,464",1808,2978,220
2021/7/22 03:00,171,58,499,3708,"4,467",1807,2973,221
2021/7/22 04:00,174,59,500,3697,"4,469",1806,2966,223
2021/7/22 05:00,179,61,542,3685,"4,465",1797,2963,264
2021/7/22 06:00,236,82,770,3687,"4,475",1793,2960,782
2021/7/22 07:00,509,566,1552,3697,"4,486",1814,2994,1258
2021/7/22 08:00,752,758,1905,3726,"4,491",1826,3043,1434
2021/7/22 09:00,808,887,1881,3765,"4,497",1832,3051,1439
2021/7/22 10:00,841,888,1859,3788,"4,504",1839,3062,1419
2021/7/22 11:00,867,911,1879,3791,"4,506",1847,3075,1406
2021/7/22 12:00,798,893,1858,3785,"4,506",1842,3091,1364
2021/7/22 13:00,819,926,1898,3782,"4,512",1843,3081,1363
2021/7/22 14:00,810,942,1867,3819,"4,512",1838,3081,1340
2021/7/22 15:00,807,907,1848,3824,"4,519",1841,3077,1326
2021/7/22 16:00,791,793,1824,3820,"4,523",1843,3071,1284
2021/7/22 17:00,773,498,1772,3813,"4,520",1839,3078,931
2021/7/22 18:00,686,214,1147,3790,"4,512",1834,3058,573
2021/7/22 19:00,613,184,920,3770,"4,509",1832,3038,350
2021/7/22 20:00,523,70,815,3762,"4,492",1822,3010,284
2021/7/22 21:00,409,63,717,3774,"4,489",1820,3001,251
2021/7/22 22:00,306,64,617,3765,"4,488",1821,2993,238
2021/7/22 23:00,227,61,544,3757,"4,482",1817,2987,229
2021/7/23 00:00,177,60,505,3757,"4,476",1813,2982,222
2021/7/23 01:00,175,59,499,3744,"4,469",1813,2980,221
2021/7/23 02:00,172,60,502,3724,"4,464",1808,2978,220
2021/7/23 03:00,171,58,499,3708,"4,467",1807,2973,221
2021/7/23 04:00,174,59,500,3697,"4,469",1806,2966,223
2021/7/23 05:00,179,61,542,3685,"4,465",1797,2963,264
2021/7/23 06:00,236,82,770,3687,"4,475",1793,2960,782
2021/7/23 07:00,509,566,1552,3697,"4,486",1814,2994,1258
2021/7/23 08:00,752,758,1905,3726,"4,491",1826,3043,1434
2021/7/23 09:00,808,887,1881,3765,"4,497",1832,3051,1439
2021/7/23 10:00,841,888,1859,3788,"4,504",1839,3062,1419
2021/7/23 11:00,867,911,1879,3791,"4,506",1847,3075,1406
2021/7/23 12:00,798,893,1858,3785,"4,506",1842,3091,1364
2021/7/23 13:00,819,926,1898,3782,"4,512",1843,3081,1363
2021/7/23 14:00,810,942,1867,3819,"4,512",1838,3081,1340
2021/7/23 15:00,807,907,1848,3824,"4,519",1841,3077,1326
2021/7/23 16:00,791,793,1824,3820,"4,523",1843,3071,1284
2021/7/23 17:00,773,498,1772,3813,"4,520",1839,3078,931
2021/7/23 18:00,686,214,1147,3790,"4,512",1834,3058,573
2021/7/23 19:00,613,184,920,3770,"4,509",1832,3038,350
2021/7/23 20:00,523,70,815,3762,"4,492",1822,3010,284
2021/7/23 21:00,409,63,717,3774,"4,489",1820,3001,251
2021/7/23 22:00,306,64,617,3765,"4,488",1821,2993,238
2021/7/23 23:00,227,61,544,3757,"4,482",1817,2987,229
2021/7/24 00:00,154,53,436,3757,"4,476",1813,2930,204
2021/7/24 01:00,152,51,430,3744,"4,469",1813,2927,203
2021/7/24 02:00,152,52,433,3724,"4,464",1808,2923,202
2021/7/24 03:00,152,51,432,3708,"4,467",1807,2922,201
2021/7/24 04:00,152,51,433,3697,"4,469",1806,2922,201
2021/7/24 05:00,154,51,444,3685,"4,465",1797,2917,203
2021/7/24 06:00,152,50,454,3687,"4,475",1793,2916,209
2021/7/24 07:00,153,53,536,3697,"4,486",1814,2948,211
2021/7/24 08:00,156,55,585,3726,"4,491",1826,2978,227
2021/7/24 09:00,160,57,567,3765,"4,497",1832,2976,241
2021/7/24 10:00,161,59,579,3788,"4,504",1839,2983,244
2021/7/24 11:00,162,59,611,3791,"4,506",1847,2996,241
2021/7/24 12:00,163,60,627,3785,"4,506",1842,3019,240
2021/7/24 13:00,164,60,606,3782,"4,512",1843,3008,239
2021/7/24 14:00,167,60,645,3819,"4,512",1838,3008,241
2021/7/24 15:00,165,60,604,3824,"4,519",1841,3010,240
2021/7/24 16:00,164,59,594,3820,"4,523",1843,3002,233
2021/7/24 17:00,163,56,632,3813,"4,520",1839,3008,227
2021/7/24 18:00,160,54,578,3790,"4,512",1834,3004,223
2021/7/24 19:00,163,53,555,3770,"4,509",1832,2990,219
2021/7/24 20:00,161,53,539,3762,"4,492",1822,2957,212
2021/7/24 21:00,155,53,532,3774,"4,489",1820,2949,211
2021/7/24 22:00,154,53,480,3765,"4,488",1821,2943,208
2021/7/24 23:00,153,52,469,3757,"4,482",1817,2937,206
2021/7/25 00:00,163,53,436,3757,"4,476",1813,2930,204
2021/7/25 01:00,161,51,430,3744,"4,469",1813,2927,203
2021/7/25 02:00,162,52,433,3724,"4,464",1808,2923,202
2021/7/25 03:00,162,51,432,3708,"4,467",1807,2922,201
2021/7/25 04:00,161,51,433,3697,"4,469",1806,2922,201
2021/7/25 05:00,163,51,444,3685,"4,465",1797,2917,203
2021/7/25 06:00,162,50,454,3687,"4,475",1793,2916,209
2021/7/25 07:00,172,53,536,3697,"4,486",1814,2948,211
2021/7/25 08:00,189,55,585,3726,"4,491",1826,2978,227
2021/7/25 09:00,223,57,567,3765,"4,497",1832,2976,241
2021/7/25 10:00,229,59,579,3788,"4,504",1839,2983,244
2021/7/25 11:00,227,59,611,3791,"4,506",1847,2996,241
2021/7/25 12:00,232,60,627,3785,"4,506",1842,3019,240
2021/7/25 13:00,227,60,606,3782,"4,512",1843,3008,239
2021/7/25 14:00,232,60,645,3819,"4,512",1838,3008,241
2021/7/25 15:00,229,60,604,3824,"4,519",1841,3010,240
2021/7/25 16:00,224,59,594,3820,"4,523",1843,3002,233
2021/7/25 17:00,207,56,632,3813,"4,520",1839,3008,227
2021/7/25 18:00,185,54,578,3790,"4,512",1834,3004,223
2021/7/25 19:00,179,53,555,3770,"4,509",1832,2990,219
2021/7/25 20:00,172,53,539,3762,"4,492",1822,2957,212
2021/7/25 21:00,167,53,532,3774,"4,489",1820,2949,211
2021/7/25 22:00,167,53,480,3765,"4,488",1821,2943,208
2021/7/25 23:00,165,52,469,3757,"4,482",1817,2937,206
2021/7/26 00:00,172,60,505,3757,"4,578",1813,2982,222
2021/7/26 01:00,172,59,499,3744,"4,574",1813,2980,221
2021/7/26 02:00,171,60,502,3724,"4,573",1808,2978,220
2021/7/26 03:00,170,58,499,3708,"4,579",1807,2973,221
2021/7/26 04:00,172,59,500,3697,"4,577",1806,2966,223
2021/7/26 05:00,176,61,542,3685,"4,577",1797,2963,264
2021/7/26 06:00,238,82,770,3687,"4,584",1793,2960,782
2021/7/26 07:00,526,566,1552,3697,"4,593",1814,2994,1258
2021/7/26 08:00,762,758,1905,3726,"4,600",1826,3043,1434
2021/7/26 09:00,852,887,1881,3765,"4,603",1832,3051,1439
2021/7/26 10:00,895,888,1859,3788,"4,611",1839,3062,1419
2021/7/26 11:00,917,911,1879,3791,"4,620",1847,3075,1406
2021/7/26 12:00,843,893,1858,3785,"4,617",1842,3091,1364
2021/7/26 13:00,864,926,1898,3782,"4,624",1843,3081,1363
2021/7/26 14:00,864,942,1867,3819,"4,623",1838,3081,1340
2021/7/26 15:00,863,907,1848,3824,"4,634",1841,3077,1326
2021/7/26 16:00,832,793,1824,3820,"4,642",1843,3071,1284
2021/7/26 17:00,810,498,1772,3813,"4,636",1839,3078,931
2021/7/26 18:00,709,214,1147,3790,"4,630",1834,3058,573
2021/7/26 19:00,633,184,920,3770,"4,623",1832,3038,350
2021/7/26 20:00,537,70,815,3762,"4,606",1822,3010,284
2021/7/26 21:00,418,63,717,3774,"4,595",1820,3001,251
2021/7/26 22:00,314,64,617,3765,"4,593",1821,2993,238
2021/7/26 23:00,239,61,544,3757,"4,591",1817,2987,229
2021/7/27 00:00,172,60,505,3757,"4,578",1813,2982,222
2021/7/27 01:00,172,59,499,3744,"4,574",1813,2980,221
2021/7/27 02:00,171,60,502,3724,"4,573",1808,2978,220
2021/7/27 03:00,170,58,499,3708,"4,579",1807,2973,221
2021/7/27 04:00,172,59,500,3697,"4,577",1806,2966,223
2021/7/27 05:00,176,61,542,3685,"4,577",1797,2963,264
2021/7/27 06:00,238,82,770,3687,"4,584",1793,2960,782
2021/7/27 07:00,526,566,1552,3697,"4,593",1814,2994,1258
2021/7/27 08:00,762,758,1905,3726,"4,600",1826,3043,1434
2021/7/27 09:00,852,887,1881,3765,"4,603",1832,3051,1439
2021/7/27 10:00,895,888,1859,3788,"4,611",1839,3062,1419
2021/7/27 11:00,917,911,1879,3791,"4,620",1847,3075,1406
2021/7/27 12:00,843,893,1858,3785,"4,617",1842,3091,1364
2021/7/27 13:00,864,926,1898,3782,"4,624",1843,3081,1363
2021/7/27 14:00,864,942,1867,3819,"4,623",1838,3081,1340
2021/7/27 15:00,863,907,1848,3824,"4,634",1841,3077,1326
2021/7/27 16:00,832,793,1824,3820,"4,642",1843,3071,1284
2021/7/27 17:00,810,498,1772,3813,"4,636",1839,3078,931
2021/7/27 18:00,709,214,1147,3790,"4,630",1834,3058,573
2021/7/27 19:00,633,184,920,3770,"4,623",1832,3038,350
2021/7/27 20:00,537,70,815,3762,"4,606",1822,3010,284
2021/7/27 21:00,418,63,717,3774,"4,595",1820,3001,251
2021/7/27 22:00,314,64,617,3765,"4,593",1821,2993,238
2021/7/27 23:00,239,61,544,3757,"4,591",1817,2987,229
2021/7/28 00:00,177,60,505,3757,"4,578",1813,2982,222
2021/7/28 01:00,175,59,499,3744,"4,574",1813,2980,221
2021/7/28 02:00,172,60,502,3724,"4,573",1808,2978,220
2021/7/28 03:00,171,58,499,3708,"4,579",1807,2973,221
2021/7/28 04:00,174,59,500,3697,"4,577",1806,2966,223
2021/7/28 05:00,179,61,542,3685,"4,577",1797,2963,264
2021/7/28 06:00,236,82,770,3687,"4,584",1793,2960,782
2021/7/28 07:00,509,566,1552,3697,"4,593",1814,2994,1258
2021/7/28 08:00,752,758,1905,3726,"4,600",1826,3043,1434
2021/7/28 09:00,808,887,1881,3765,"4,603",1832,3051,1439
2021/7/28 10:00,841,888,1859,3788,"4,611",1839,3062,1419
2021/7/28 11:00,867,911,1879,3791,"4,620",1847,3075,1406
2021/7/28 12:00,798,893,1858,3785,"4,617",1842,3091,1364
2021/7/28 13:00,819,926,1898,3782,"4,624",1843,3081,1363
2021/7/28 14:00,810,942,1867,3819,"4,623",1838,3081,1340
2021/7/28 15:00,807,907,1848,3824,"4,634",1841,3077,1326
2021/7/28 16:00,791,793,1824,3820,"4,642",1843,3071,1284
2021/7/28 17:00,773,498,1772,3813,"4,636",1839,3078,931
2021/7/28 18:00,686,214,1147,3790,"4,630",1834,3058,573
2021/7/28 19:00,613,184,920,3770,"4,623",1832,3038,350
2021/7/28 20:00,523,70,815,3762,"4,606",1822,3010,284
2021/7/28 21:00,409,63,717,3774,"4,595",1820,3001,251
2021/7/28 22:00,306,64,617,3765,"4,593",1821,2993,238
2021/7/28 23:00,227,61,544,3757,"4,591",1817,2987,229
2021/7/29 00:00,177,60,505,3757,"4,578",1813,2982,222
2021/7/29 01:00,175,59,499,3744,"4,574",1813,2980,221
2021/7/29 02:00,172,60,502,3724,"4,573",1808,2978,220
2021/7/29 03:00,171,58,499,3708,"4,579",1807,2973,221
2021/7/29 04:00,174,59,500,3697,"4,577",1806,2966,223
2021/7/29 05:00,179,61,542,3685,"4,577",1797,2963,264
